kind|key|style|attack_anim|launch_spotanim|travel_spotanim|impact_spotanim|projectile_model|projectile_anim|hit_delay|client_delay|proj_start_height|proj_end_height|proj_delay|proj_angle|proj_length_adjustment|proj_progress|proj_step_multiplier|note|projectile_count|alt_proj_start_height|alt_proj_end_height|alt_proj_delay|alt_proj_angle|alt_proj_length_adjustment|alt_proj_progress|alt_proj_step_multiplier|aux_travel_spotanim|aux_impact_spotanim|aux_projectile_model|aux_projectile_anim|impact_on_last_only|double_launch_spotanim|stance_idx|attack_key|launch_gfx_height|impact_gfx_height|impact_gfx_delay|impact_gfx_rotation|primitive_type|source_attachment|target_attachment|launch_attachment|impact_attachment|authority
item|4039|crush|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:castlewars_zamorak_banner:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4039|slash|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:castlewars_zamorak_banner:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4039|slash|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:castlewars_zamorak_banner:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4039|slash|1428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:castlewars_zamorak_banner:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4086|crush|400|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:trollromance_rare_flower:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4086|crush|400|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:trollromance_rare_flower:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4086|crush|400|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:trollromance_rare_flower:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4151|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4151|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4151|slash|1658|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:abyssal_whip:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4153|crush|1665|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:granite_maul:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4153|crush|1665|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:granite_maul:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4153|crush|1665|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:granite_maul:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4158|crush|429|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_leafbladed_spear:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4158|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_leafbladed_spear:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4158|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_leafbladed_spear:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4158|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_leafbladed_spear:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4160|ranged|-|325|326|-|5115|-|2|2|-|-|-|-|-|-|-|rsmod:slayer_broad_arrows:projectile|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|travel_projectile|source_actor|target_actor|source_actor|target_actor|rsmod
item|4170|crush|414|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_staff:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4170|crush|414|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_staff:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4170|crush|414|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:slayer_staff:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4212|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_new:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4212|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_new:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4212|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_new:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4214|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_1000:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4214|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_1000:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4214|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_1000:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4215|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_900:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4215|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_900:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4215|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_900:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4216|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_800:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4216|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_800:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4216|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_800:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4217|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_700:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4217|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_700:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4217|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_700:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4218|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_600:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4218|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_600:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4218|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_600:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4219|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_500:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4219|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_500:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4219|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_500:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4220|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_400:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4220|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_400:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4220|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_400:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4221|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_300:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4221|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_300:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4221|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_300:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4222|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_200:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4222|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_200:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4222|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_200:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4223|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_100:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4223|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_100:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4223|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:roving_crystal_bow_100:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4236|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:oak_longbow_signed:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4236|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:oak_longbow_signed:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4236|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:oak_longbow_signed:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4565|crush|422|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:easter_basket_2005:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4565|crush|422|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:easter_basket_2005:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4565|crush|422|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:easter_basket_2005:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4566|crush|1833|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:rubber_chicken:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4566|crush|1833|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:rubber_chicken:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4566|crush|1833|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:rubber_chicken:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4580|crush|429|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4580|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4580|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4580|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4582|crush|429|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear_p:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4582|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear_p:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4582|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear_p:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4582|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:black_spear_p:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4584|crush|429|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:tbwt_black_spear_kp:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4584|slash|440|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:tbwt_black_spear_kp:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4584|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:tbwt_black_spear_kp:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4584|stab|428|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:tbwt_black_spear_kp:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4587|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_scimitar:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4587|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_scimitar:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4587|slash|390|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_scimitar:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4587|stab|386|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:dragon_scimitar:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4599|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blackjack_oak:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4599|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blackjack_oak:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4599|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blackjack_oak:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4600|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blackjack_willow:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4600|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blackjack_willow:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4600|crush|401|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:blackjack_willow:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4675|crush|414|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:staff_of_zaros:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4675|crush|414|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:staff_of_zaros:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4675|crush|414|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:staff_of_zaros:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4710|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4710|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4710|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4718|crush|2066|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_dharok_weapon:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4718|slash|2067|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_dharok_weapon:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4718|slash|2067|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_dharok_weapon:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4718|slash|2067|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_dharok_weapon:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4726|crush|2082|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_guthan_weapon:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4726|slash|2081|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_guthan_weapon:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4726|stab|2080|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_guthan_weapon:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4726|stab|2080|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_guthan_weapon:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4734|ranged|2075|-|-|-|-|-|3|3|155|146|41|5|5|11|5|rsmod:barrows_karil_weapon:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4734|ranged|2075|-|-|-|-|-|3|3|155|146|41|5|5|11|5|rsmod:barrows_karil_weapon:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4734|ranged|2075|-|-|-|-|-|3|3|155|146|41|5|5|11|5|rsmod:barrows_karil_weapon:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4740|ranged|-|-|993|-|19799|5477|2|2|-|-|-|-|-|-|-|rsmod:barrows_karil_ammo:projectile|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|travel_projectile|source_actor|target_actor|none|target_actor|rsmod
item|4747|crush|2068|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_torag_weapon:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4747|crush|2068|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_torag_weapon:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4747|crush|2068|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_torag_weapon:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4755|crush|2062|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_verac_weapon:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4755|crush|2062|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_verac_weapon:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4755|crush|2062|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_verac_weapon:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4755|stab|2062|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_verac_weapon:attack:stance3|-|-|-|-|-|-|-|-|-|-|-|-|-|-|2|-|-|-|-|-|none|none|none|none|none|rsmod
item|4827|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:zogre_bow:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4827|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:zogre_bow:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4827|ranged|426|-|-|-|-|-|3|3|163|146|41|15|5|11|5|rsmod:zogre_bow:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4862|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon_100:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
item|4862|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon_100:attack:stance2|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1|-|-|-|-|-|none|none|none|none|none|rsmod
item|4862|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon_100:attack:stance4|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3|-|-|-|-|-|none|none|none|none|none|rsmod
item|4863|crush|2078|-|-|-|-|-|-|-|-|-|-|-|-|-|-|rsmod:barrows_ahrim_weapon_75:attack:stance1|-|-|-|-|-|-|-|-|-|-|-|-|-|-|0|-|-|-|-|-|none|none|none|none|none|rsmod
